product category; product name; product description; price; product option; option value;nothing useful; product option; option value 
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;purple;;size;medium
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;purple;;size;large
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;purple;;size;x-large
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;pink;;size;small
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;pink;;size;medium
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;pink;;size;large
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;pink;;size;x-large
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;yellow;;size;small
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;yellow;;size;medium
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;yellow;;size;large
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;yellow;;size;x-large
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;hunter green;;size;small
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;hunter green;;size;medium
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;hunter green;;size;large
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;hunter green;;size;x-large
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;sky blue;;size;small
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;sky blue;;size;medium
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;sky blue;;size;large
shirt;Next Level mens Tri-Blend Crew Tee;;15;color;sky blue;;size;x-large
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;royal blue;;size;small
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;royal blue;;size;medium
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;royal blue;;size;large
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;royal blue;;size;x-large
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;gray;;size;small
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;gray;;size;medium
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;gray;;size;large
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;gray;;size;x-large
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;purple;;size;small
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;purple;;size;medium
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;purple;;size;large
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;purple;;size;x-large
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;hunter green;;size;small
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;hunter green;;size;medium
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;hunter green;;size;large
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;hunter green;;size;x-large
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;maroon;;size;small
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;maroon;;size;medium
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;maroon;;size;large
shirt;Next Level Unisex Tri-Blend 3/4-Sleeve Raglan;;16;color;maroon;;size;x-large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;pink;;size;small
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;pink;;size;medium
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;pink;;size;large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;pink;;size;x-large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;black;;size;small
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;black;;size;medium
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;black;;size;large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;black;;size;x-large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;orange;;size;small
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;orange;;size;medium
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;orange;;size;large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;orange;;size;x-large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;sky blue;;size;small
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;sky blue;;size;medium
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;sky blue;;size;large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;sky blue;;size;x-large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;royal blue;;size;small
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;royal blue;;size;medium
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;royal blue;;size;large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;royal blue;;size;x-large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;gray;;size;small
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;gray;;size;medium
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;gray;;size;large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;gray;;size;x-large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;purple;;size;small
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;purple;;size;medium
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;purple;;size;large
shirt;Perry Ellis Men's Big and Tall Solid Linen Crew Neck T-Shirt;;35;color;purple;;size;x-large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;pink;;size;small
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;pink;;size;medium
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;pink;;size;large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;pink;;size;x-large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;red;;size;small
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;red;;size;medium
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;red;;size;large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;red;;size;x-large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;orange;;size;small
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;orange;;size;medium
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;orange;;size;large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;orange;;size;x-large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;black;;size;small
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;black;;size;medium
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;black;;size;large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;black;;size;x-large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;gray;;size;small
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;gray;;size;medium
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;gray;;size;large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;gray;;size;x-large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;sky blue;;size;small
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;sky blue;;size;medium
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;sky blue;;size;large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;sky blue;;size;x-large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;hunter green;;size;small
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;hunter green;;size;medium
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;hunter green;;size;large
water bottle;Polar Bottle  Polar Bottle ;Insullated;35;color;hunter green;;size;x-large
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;maroon;;size;small
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;maroon;;size;medium
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;maroon;;size;large
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;maroon;;size;x-large
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;orange;;size;small
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;orange;;size;medium
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;orange;;size;large
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;orange;;size;x-large
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;pink;;size;small
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;pink;;size;medium
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;pink;;size;large
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;pink;;size;x-large
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;red;;size;small
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;red;;size;medium
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;red;;size;large
shirt;Polo Ralph Lauren Men Long Sleeve Pony Logo T-Shirt;;16;color;red;;size;x-large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;maroon;;size;small
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;maroon;;size;medium
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;maroon;;size;large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;maroon;;size;x-large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;purple;;size;small
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;purple;;size;medium
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;purple;;size;large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;purple;;size;x-large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;gray;;size;small
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;gray;;size;medium
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;gray;;size;large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;gray;;size;x-large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;sky blue;;size;small
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;sky blue;;size;medium
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;sky blue;;size;large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;sky blue;;size;x-large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;red;;size;small
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;red;;size;medium
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;red;;size;large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;red;;size;x-large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;black;;size;small
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;black;;size;medium
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;black;;size;large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;black;;size;x-large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;yellow;;size;small
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;yellow;;size;medium
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;yellow;;size;large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;yellow;;size;x-large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;hunter green;;size;small
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;hunter green;;size;medium
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;hunter green;;size;large
shirt;Polo Ralph Lauren Men's Classic V-Neck T-Shirts;;25;color;hunter green;;size;x-large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;black;;size;small
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;black;;size;medium
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;black;;size;large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;black;;size;x-large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;yellow;;size;small
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;yellow;;size;medium
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;yellow;;size;large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;yellow;;size;x-large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;sky blue;;size;small
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;sky blue;;size;medium
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;sky blue;;size;large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;sky blue;;size;x-large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;maroon;;size;small
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;maroon;;size;medium
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;maroon;;size;large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;maroon;;size;x-large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;gray;;size;small
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;gray;;size;medium
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;gray;;size;large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;gray;;size;x-large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;purple;;size;small
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;purple;;size;medium
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;purple;;size;large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;purple;;size;x-large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;hunter green;;size;small
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;hunter green;;size;medium
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;hunter green;;size;large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;hunter green;;size;x-large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;pink;;size;small
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;pink;;size;medium
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;pink;;size;large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;pink;;size;x-large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;orange;;size;small
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;orange;;size;medium
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;orange;;size;large
shirt;RAISEVERN Unisex Casual 3d Pattern Printed Short Sleeve T-Shirts Top Tees;;8;color;orange;;size;x-large
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;hunter green;;size;small
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;hunter green;;size;medium
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;hunter green;;size;large
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;hunter green;;size;x-large
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;yellow;;size;small
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;yellow;;size;medium
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;yellow;;size;large
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;yellow;;size;x-large
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;orange;;size;small
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;orange;;size;medium
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;orange;;size;large
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;orange;;size;x-large
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;purple;;size;small
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;purple;;size;medium
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;purple;;size;large
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;purple;;size;x-large
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;black;;size;small
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;black;;size;medium
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;black;;size;large
shirt;Ralph Lauren Men's Pony Logo T-Shirt;;15;color;black;;size;x-large
shirt;RVCA Men's Blue Skull Tee;;23;color;royal blue;;size;small
shirt;RVCA Men's Blue Skull Tee;;23;color;royal blue;;size;medium
shirt;RVCA Men's Blue Skull Tee;;23;color;royal blue;;size;large
shirt;RVCA Men's Blue Skull Tee;;23;color;royal blue;;size;x-large
shirt;RVCA Men's Blue Skull Tee;;23;color;hunter green;;size;small
shirt;RVCA Men's Blue Skull Tee;;23;color;hunter green;;size;medium
shirt;RVCA Men's Blue Skull Tee;;23;color;hunter green;;size;large
shirt;RVCA Men's Blue Skull Tee;;23;color;hunter green;;size;x-large
shirt;RVCA Men's Blue Skull Tee;;23;color;black;;size;small
shirt;RVCA Men's Blue Skull Tee;;23;color;black;;size;medium
shirt;RVCA Men's Blue Skull Tee;;23;color;black;;size;large
shirt;RVCA Men's Blue Skull Tee;;23;color;black;;size;x-large
shirt;RVCA Men's Blue Skull Tee;;23;color;gray;;size;small
shirt;RVCA Men's Blue Skull Tee;;23;color;gray;;size;medium
shirt;RVCA Men's Blue Skull Tee;;23;color;gray;;size;large
shirt;RVCA Men's Blue Skull Tee;;23;color;gray;;size;x-large
shirt;RVCA Men's Blue Skull Tee;;23;color;maroon;;size;small
shirt;RVCA Men's Blue Skull Tee;;23;color;maroon;;size;medium
shirt;RVCA Men's Blue Skull Tee;;23;color;maroon;;size;large
shirt;RVCA Men's Blue Skull Tee;;23;color;maroon;;size;x-large
